CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
15198,93,2,193.64,2011-09-08,2,3,1,231,6,Other
15199,60,4,1268.7,2011-10-11,3,4,4,344,11,Loyal Customers
15201,88,5,1236.54,2011-09-13,2,4,4,244,10,Can't Lose Them
15203,26,6,1827.8,2011-11-14,4,5,4,454,13,Champions
15204,358,1,316.58,2010-12-17,1,1,2,112,4,Hibernating
15205,86,2,653.24,2011-09-15,2,3,3,233,8,Need Attention
15206,11,4,420.3,2011-11-29,5,4,2,542,11,Potential Loyalists
15208,2,5,870.12,2011-12-08,5,4,3,543,12,Loyal Customers
15210,226,1,331.18,2011-04-28,1,1,2,112,4,Hibernating
15211,61,2,894.41,2011-10-10,3,3,3,333,9,Loyal Customers
15212,242,1,101.8,2011-04-12,1,1,1,111,3,Lost
15213,319,2,328.35,2011-01-25,1,3,2,132,6,Other
15214,2,8,1661.44,2011-12-08,5,5,4,554,14,Champions
15215,47,3,734.94,2011-10-24,3,3,3,333,9,Loyal Customers
15216,88,1,96.6,2011-09-13,2,1,1,211,4,About to Sleep
15218,11,11,5756.89,2011-11-29,5,5,5,555,15,Champions
15219,177,1,305.75,2011-06-16,2,1,2,212,5,About to Sleep
15220,52,6,1778.96,2011-10-19,3,5,4,354,12,Loyal Customers
15221,367,1,403.25,2010-12-08,1,1,2,112,4,Hibernating
15222,319,1,585.0,2011-01-25,1,1,3,113,5,Other
15223,226,2,755.75,2011-04-28,1,3,3,133,7,At Risk
15224,359,2,322.08,2010-12-16,1,3,2,132,6,Other
15225,235,1,409.4,2011-04-19,1,1,2,112,4,Hibernating
15226,311,1,154.41,2011-02-02,1,1,1,111,3,Lost
15227,37,5,1219.4,2011-11-03,3,4,4,344,11,Loyal Customers
15228,67,4,3386.71,2011-10-04,3,4,5,345,12,Loyal Customers
15230,240,2,429.6,2011-04-14,1,3,2,132,6,Other
15232,114,2,612.06,2011-08-18,2,3,3,233,8,Need Attention
15234,277,1,197.0,2011-03-08,1,1,1,111,3,Lost
15235,218,12,2247.51,2011-05-06,1,5,5,155,11,Can't Lose Them
15236,299,1,321.05,2011-02-14,1,1,2,112,4,Hibernating
15237,2,4,1412.32,2011-12-08,5,4,4,544,13,Champions
15238,30,3,1071.99,2011-11-10,4,3,4,434,11,Loyal Customers
15239,11,2,780.59,2011-11-29,5,3,3,533,11,Loyal Customers
15240,45,5,1706.57,2011-10-26,3,4,4,344,11,Loyal Customers
15241,67,8,1756.44,2011-10-04,3,5,4,354,12,Loyal Customers
15243,75,1,316.68,2011-09-26,2,1,2,212,5,About to Sleep
15244,66,2,631.57,2011-10-05,3,3,3,333,9,Loyal Customers
15245,135,3,2515.84,2011-07-28,2,3,5,235,10,At Risk
15246,239,2,514.15,2011-04-15,1,3,3,133,7,At Risk
15247,123,1,356.0,2011-08-09,2,1,2,212,5,About to Sleep
15249,32,13,6688.46,2011-11-08,4,5,5,455,14,Champions
15251,10,11,10484.99,2011-11-30,5,5,5,555,15,Champions
15252,37,2,740.78,2011-11-03,3,3,3,333,9,Loyal Customers
15253,17,5,918.2,2011-11-23,4,4,3,443,11,Loyal Customers
15254,128,1,300.36,2011-08-04,2,1,2,212,5,About to Sleep
15255,67,1,890.85,2011-10-04,3,1,3,313,7,Potential Loyalists
15256,149,1,98.45,2011-07-14,2,1,1,211,4,About to Sleep
15257,284,1,317.15,2011-03-01,1,1,2,112,4,Hibernating
15258,169,2,623.16,2011-06-24,2,3,3,233,8,Need Attention
15260,101,7,1810.77,2011-08-31,2,5,4,254,11,Can't Lose Them
15261,136,1,254.82,2011-07-27,2,1,2,212,5,About to Sleep
15262,324,1,178.95,2011-01-20,1,1,1,111,3,Lost
15263,107,1,156.51,2011-08-25,2,1,1,211,4,About to Sleep
15264,65,1,393.74,2011-10-06,3,1,2,312,6,Promising
15265,152,2,1506.12,2011-07-11,2,3,4,234,9,At Risk
15266,339,1,119.3,2011-01-05,1,1,1,111,3,Lost
15267,23,5,1717.36,2011-11-17,4,4,4,444,12,Champions
15269,24,1,408.8,2011-11-16,4,1,2,412,7,Promising
15270,16,7,2379.49,2011-11-24,4,5,5,455,14,Champions
15271,8,15,2493.34,2011-12-02,5,5,5,555,15,Champions
15272,58,2,721.94,2011-10-13,3,3,3,333,9,Loyal Customers
15274,5,2,716.57,2011-12-05,5,3,3,533,11,Loyal Customers
15275,38,1,615.14,2011-11-02,3,1,3,313,7,Potential Loyalists
15276,67,1,128.63,2011-10-04,3,1,1,311,5,Promising
15277,47,1,255.9,2011-10-24,3,1,2,312,6,Promising
15279,355,1,290.51,2010-12-20,1,1,2,112,4,Hibernating
15280,173,1,113.12,2011-06-20,2,1,1,211,4,About to Sleep
15281,59,9,2332.15,2011-10-12,3,5,5,355,13,Loyal Customers
15286,50,1,240.55,2011-10-21,3,1,1,311,5,Promising
15287,23,2,486.69,2011-11-17,4,3,2,432,9,Potential Loyalists
15288,44,5,2306.52,2011-10-27,3,4,5,345,12,Loyal Customers
15289,30,3,939.78,2011-11-10,4,3,4,434,11,Loyal Customers
15290,5,18,7943.22,2011-12-05,5,5,5,555,15,Champions
15291,26,15,4668.3,2011-11-14,4,5,5,455,14,Champions
15292,202,1,178.39,2011-05-22,1,1,1,111,3,Lost
15296,51,6,3672.86,2011-10-20,3,5,5,355,13,Loyal Customers
15297,11,3,641.94,2011-11-29,5,3,3,533,11,Loyal Customers
15298,3,12,4799.9,2011-12-07,5,5,5,555,15,Champions
15299,68,7,4507.01,2011-10-03,3,5,5,355,13,Loyal Customers
15300,65,1,496.44,2011-10-06,3,1,3,313,7,Potential Loyalists
15301,51,12,5049.95,2011-10-20,3,5,5,355,13,Loyal Customers
15303,291,1,574.02,2011-02-22,1,1,3,113,5,Other
15304,61,8,694.4,2011-10-10,3,5,3,353,11,Loyal Customers
15306,65,3,1174.35,2011-10-06,3,3,4,334,10,Loyal Customers
15307,96,1,205.3,2011-09-05,2,1,1,211,4,About to Sleep
15308,275,1,310.47,2011-03-10,1,1,2,112,4,Hibernating
15311,1,91,60632.75,2011-12-09,5,5,5,555,15,Champions
15312,76,4,924.85,2011-09-25,2,4,3,243,9,At Risk
15313,111,1,52.0,2011-08-21,2,1,1,211,4,About to Sleep
15314,200,1,327.97,2011-05-24,1,1,2,112,4,Hibernating
15315,65,2,570.5,2011-10-06,3,3,3,333,9,Loyal Customers
15316,327,1,165.0,2011-01-17,1,1,1,111,3,Lost
15318,4,1,312.62,2011-12-06,5,1,2,512,8,Promising
15319,284,1,204.5,2011-03-01,1,1,1,111,3,Lost
15320,45,1,267.13,2011-10-26,3,1,2,312,6,Promising
15321,71,3,2748.31,2011-09-30,3,3,5,335,11,Loyal Customers
15322,86,1,679.68,2011-09-15,2,1,3,213,6,Other
15325,104,1,161.74,2011-08-28,2,1,1,211,4,About to Sleep
15326,334,1,311.71,2011-01-10,1,1,2,112,4,Hibernating
15327,53,1,208.75,2011-10-18,3,1,1,311,5,Promising
15329,40,3,1049.7,2011-10-31,3,3,4,334,10,Loyal Customers
15330,33,2,714.96,2011-11-07,4,3,3,433,10,Loyal Customers
15332,367,4,1661.06,2010-12-08,1,4,4,144,9,Can't Lose Them
15333,209,1,1028.56,2011-05-15,1,1,4,114,6,Other
15334,157,3,350.82,2011-07-06,2,3,2,232,7,Need Attention
15335,54,1,170.22,2011-10-17,3,1,1,311,5,Promising
15339,67,2,574.07,2011-10-04,3,3,3,333,9,Loyal Customers
15341,81,1,2020.52,2011-09-20,2,1,4,214,7,Other
15342,130,1,406.09,2011-08-02,2,1,2,212,5,About to Sleep
15343,88,1,364.5,2011-09-13,2,1,2,212,5,About to Sleep
15344,1,3,563.94,2011-12-09,5,3,3,533,11,Loyal Customers
15345,46,1,393.54,2011-10-25,3,1,2,312,6,Promising
15346,333,1,252.42,2011-01-11,1,1,2,112,4,Hibernating
15347,367,1,201.6,2010-12-08,1,1,1,111,3,Lost
15348,73,1,158.04,2011-09-28,2,1,1,211,4,About to Sleep
15349,159,2,463.91,2011-07-04,2,3,2,232,7,Need Attention
15350,374,1,115.65,2010-12-01,1,1,1,111,3,Lost
15351,13,7,1934.66,2011-11-27,5,5,4,554,14,Champions
15353,255,2,770.12,2011-03-30,1,3,3,133,7,At Risk
15355,30,2,277.05,2011-11-10,4,3,2,432,9,Potential Loyalists
15356,32,10,2718.03,2011-11-08,4,5,5,455,14,Champions
15358,5,22,8347.2,2011-12-05,5,5,5,555,15,Champions
15360,40,1,427.93,2011-10-31,3,1,2,312,6,Promising
15361,362,1,418.92,2010-12-13,1,1,2,112,4,Hibernating
15363,373,1,326.0,2010-12-02,1,1,2,112,4,Hibernating
15364,96,2,913.19,2011-09-05,2,3,3,233,8,Need Attention
15365,26,7,2314.32,2011-11-14,4,5,5,455,14,Champions
15366,76,2,602.51,2011-09-25,2,3,3,233,8,Need Attention
15367,58,4,1877.59,2011-10-13,3,4,4,344,11,Loyal Customers
15368,22,1,446.94,2011-11-18,4,1,2,412,7,Promising
15370,41,7,2386.05,2011-10-30,3,5,5,355,13,Loyal Customers
15372,138,1,2007.4,2011-07-25,2,1,4,214,7,Other
15373,9,12,2415.91,2011-12-01,5,5,5,555,15,Champions
15374,129,1,168.0,2011-08-03,2,1,1,211,4,About to Sleep
15376,41,3,1221.56,2011-10-30,3,3,4,334,10,Loyal Customers
15379,170,7,3703.29,2011-06-23,2,5,5,255,12,Can't Lose Them
15380,9,5,1690.26,2011-12-01,5,4,4,544,13,Champions
15381,214,2,596.85,2011-05-10,1,3,3,133,7,At Risk
15382,15,6,5955.71,2011-11-25,4,5,5,455,14,Champions
15384,170,2,642.41,2011-06-23,2,3,3,233,8,Need Attention
15385,41,1,316.88,2011-10-30,3,1,2,312,6,Promising
15386,187,1,394.14,2011-06-06,1,1,2,112,4,Hibernating
15388,271,1,140.54,2011-03-14,1,1,1,111,3,Lost
15389,173,1,500.0,2011-06-20,2,1,3,213,6,Other
15392,5,4,1535.53,2011-12-05,5,4,4,544,13,Champions
15393,17,2,231.86,2011-11-23,4,3,1,431,8,Potential Loyalists
15394,10,4,2183.54,2011-11-30,5,4,5,545,14,Champions
15395,326,1,107.45,2011-01-18,1,1,1,111,3,Lost
15396,113,1,288.18,2011-08-19,2,1,2,212,5,About to Sleep
15397,290,1,94.0,2011-02-23,1,1,1,111,3,Lost
15398,17,2,1345.53,2011-11-23,4,3,4,434,11,Loyal Customers
15399,2,3,815.77,2011-12-08,5,3,3,533,11,Loyal Customers
15400,93,5,716.2,2011-09-08,2,4,3,243,9,At Risk
15402,149,2,626.77,2011-07-14,2,3,3,233,8,Need Attention
15405,190,1,349.1,2011-06-03,1,1,2,112,4,Hibernating
15406,32,2,510.71,2011-11-08,4,3,3,433,10,Loyal Customers
15407,34,4,1046.74,2011-11-06,3,4,4,344,11,Loyal Customers
15408,265,1,267.18,2011-03-20,1,1,2,112,4,Hibernating
15410,85,8,3450.84,2011-09-16,2,5,5,255,12,Can't Lose Them
15411,27,4,1348.93,2011-11-13,4,4,4,444,12,Champions
15412,172,1,190.53,2011-06-21,2,1,1,211,4,About to Sleep
15414,10,3,774.9,2011-11-30,5,3,3,533,11,Loyal Customers
15415,314,1,559.61,2011-01-30,1,1,3,113,5,Other
15416,65,4,3984.32,2011-10-06,3,4,5,345,12,Loyal Customers
15417,86,1,508.8,2011-09-15,2,1,3,213,6,Other
15419,25,1,135.86,2011-11-15,4,1,1,411,6,Recent Customers
15421,59,4,950.36,2011-10-12,3,4,4,344,11,Loyal Customers
15422,324,2,97.7,2011-01-20,1,3,1,131,5,Other
15423,39,1,43.5,2011-11-01,3,1,1,311,5,Promising
15424,255,2,383.34,2011-03-30,1,3,2,132,6,Other
15426,20,5,1404.07,2011-11-20,4,4,4,444,12,Champions
15427,34,3,1430.54,2011-11-06,3,3,4,334,10,Loyal Customers
15428,16,1,93.78,2011-11-24,4,1,1,411,6,Recent Customers
15429,27,2,397.35,2011-11-13,4,3,2,432,9,Potential Loyalists
15432,24,1,171.19,2011-11-16,4,1,1,411,6,Recent Customers
15433,214,2,533.3,2011-05-10,1,3,3,133,7,At Risk
15434,9,5,1041.48,2011-12-01,5,4,4,544,13,Champions
15435,23,1,149.29,2011-11-17,4,1,1,411,6,Recent Customers
15436,13,3,1067.75,2011-11-27,5,3,4,534,12,Loyal Customers
15437,263,1,200.16,2011-03-22,1,1,1,111,3,Lost
15438,132,1,156.58,2011-07-31,2,1,1,211,4,About to Sleep
15440,55,3,383.68,2011-10-16,3,3,2,332,8,Potential Loyalists
15442,249,1,594.0,2011-04-05,1,1,3,113,5,Other
15443,2,7,3213.59,2011-12-08,5,5,5,555,15,Champions
15444,10,2,1411.21,2011-11-30,5,3,4,534,12,Loyal Customers
15445,265,1,113.5,2011-03-20,1,1,1,111,3,Lost
15447,331,1,155.17,2011-01-13,1,1,1,111,3,Lost
15448,313,1,494.64,2011-01-31,1,1,3,113,5,Other
15449,27,3,974.52,2011-11-13,4,3,4,434,11,Loyal Customers
15450,31,1,429.84,2011-11-09,4,1,2,412,7,Promising
15452,30,3,528.48,2011-11-10,4,3,3,433,10,Loyal Customers
15453,2,7,1371.77,2011-12-08,5,5,4,554,14,Champions
15454,363,1,179.1,2010-12-12,1,1,1,111,3,Lost
15456,284,3,434.59,2011-03-01,1,3,2,132,6,Other
15457,263,1,237.07,2011-03-22,1,1,1,111,3,Lost
15458,26,1,161.64,2011-11-14,4,1,1,411,6,Recent Customers
15460,355,1,214.26,2010-12-20,1,1,1,111,3,Lost
15462,95,3,234.6,2011-09-06,2,3,1,231,6,Other
15463,30,1,126.14,2011-11-10,4,1,1,411,6,Recent Customers
15464,339,1,1044.65,2011-01-05,1,1,4,114,6,Other
15465,20,18,7354.62,2011-11-20,4,5,5,455,14,Champions
15466,86,1,334.53,2011-09-15,2,1,2,212,5,About to Sleep
15467,10,3,524.88,2011-11-30,5,3,3,533,11,Loyal Customers
15468,52,2,467.51,2011-10-19,3,3,2,332,8,Potential Loyalists
15469,51,2,538.55,2011-10-20,3,3,3,333,9,Loyal Customers
15471,3,1,454.48,2011-12-07,5,1,2,512,8,Promising
15472,114,1,371.56,2011-08-18,2,1,2,212,5,About to Sleep
15473,15,7,1771.2,2011-11-25,4,5,4,454,13,Champions
15475,78,1,454.11,2011-09-23,2,1,2,212,5,About to Sleep
15478,41,2,1399.92,2011-10-30,3,3,4,334,10,Loyal Customers
15480,117,1,905.5,2011-08-15,2,1,3,213,6,Other
15482,16,12,10879.76,2011-11-24,4,5,5,455,14,Champions
15483,162,4,225.26,2011-07-01,2,4,1,241,7,Other
15484,2,4,3590.41,2011-12-08,5,4,5,545,14,Champions
15485,31,3,2564.5,2011-11-09,4,3,5,435,12,Loyal Customers
15488,93,1,91.32,2011-09-08,2,1,1,211,4,About to Sleep
15489,23,3,1134.28,2011-11-17,4,3,4,434,11,Loyal Customers
15491,96,6,3100.09,2011-09-05,2,5,5,255,12,Can't Lose Them
15492,29,2,659.46,2011-11-11,4,3,3,433,10,Loyal Customers
15493,33,5,1953.41,2011-11-07,4,4,4,444,12,Champions
15494,22,2,1280.58,2011-11-18,4,3,4,434,11,Loyal Customers
15497,18,2,1262.2,2011-11-22,4,3,4,434,11,Loyal Customers
15498,3,27,13316.4,2011-12-07,5,5,5,555,15,Champions
15500,9,4,1131.56,2011-12-01,5,4,4,544,13,Champions
15502,16,12,10384.93,2011-11-24,4,5,5,455,14,Champions
15503,363,1,141.04,2010-12-12,1,1,1,111,3,Lost
15504,82,1,52.83,2011-09-19,2,1,1,211,4,About to Sleep
15505,53,5,3610.96,2011-10-18,3,4,5,345,12,Loyal Customers
15506,23,3,972.08,2011-11-17,4,3,4,434,11,Loyal Customers
15507,172,1,475.86,2011-06-21,2,1,2,212,5,About to Sleep
15508,190,6,1000.27,2011-06-03,1,5,4,154,10,Can't Lose Them
15510,331,1,250.0,2011-01-13,1,1,2,112,4,Hibernating
15511,12,5,900.53,2011-11-28,5,4,3,543,12,Loyal Customers
15512,156,2,121.0,2011-07-07,2,3,1,231,6,Other
15513,34,19,14758.22,2011-11-06,3,5,5,355,13,Loyal Customers
15514,13,11,4023.72,2011-11-27,5,5,5,555,15,Champions
15516,45,3,62.43,2011-10-26,3,3,1,331,7,Potential Loyalists
15517,234,1,267.03,2011-04-20,1,1,2,112,4,Hibernating
15518,65,8,1921.55,2011-10-06,3,5,4,354,12,Loyal Customers
15520,2,1,343.5,2011-12-08,5,1,2,512,8,Promising
15521,41,8,3000.2,2011-10-30,3,5,5,355,13,Loyal Customers
15522,33,2,397.99,2011-11-07,4,3,2,432,9,Potential Loyalists
15523,85,1,412.01,2011-09-16,2,1,2,212,5,About to Sleep
15524,25,1,440.0,2011-11-15,4,1,2,412,7,Promising
15525,3,3,734.37,2011-12-07,5,3,3,533,11,Loyal Customers
15526,34,2,148.44,2011-11-06,3,3,1,331,7,Potential Loyalists
15527,19,8,2428.53,2011-11-21,4,5,5,455,14,Champions
15528,255,1,229.33,2011-03-30,1,1,1,111,3,Lost
15529,23,11,3962.6,2011-11-17,4,5,5,455,14,Champions
15530,22,4,1497.31,2011-11-18,4,4,4,444,12,Champions
15531,9,2,1972.39,2011-12-01,5,3,4,534,12,Loyal Customers
15532,26,4,1564.73,2011-11-14,4,4,4,444,12,Champions
15533,20,3,807.57,2011-11-20,4,3,3,433,10,Loyal Customers
15535,174,4,502.9,2011-06-19,2,4,3,243,9,At Risk
15537,164,1,110.92,2011-06-29,2,1,1,211,4,About to Sleep
15539,8,1,538.46,2011-12-02,5,1,3,513,9,Potential Loyalists
15540,12,1,213.3,2011-11-28,5,1,1,511,7,Recent Customers
15541,115,1,85.13,2011-08-17,2,1,1,211,4,About to Sleep
15543,289,1,127.86,2011-02-24,1,1,1,111,3,Lost
15544,10,9,3546.71,2011-11-30,5,5,5,555,15,Champions
15545,55,2,288.97,2011-10-16,3,3,2,332,8,Potential Loyalists
15547,8,14,4910.6,2011-12-02,5,5,5,555,15,Champions
15549,78,3,1681.46,2011-09-23,2,3,4,234,9,At Risk
15550,5,4,575.63,2011-12-05,5,4,3,543,12,Loyal Customers
15551,37,1,436.06,2011-11-03,3,1,2,312,6,Promising
15552,218,1,90.12,2011-05-06,1,1,1,111,3,Lost
15553,61,1,428.93,2011-10-10,3,1,2,312,6,Promising
15554,278,1,217.2,2011-03-07,1,1,1,111,3,Lost
15555,13,16,4794.86,2011-11-27,5,5,5,555,15,Champions
15556,25,1,279.77,2011-11-15,4,1,2,412,7,Promising
15557,29,1,468.91,2011-11-11,4,1,2,412,7,Promising
15561,12,4,800.59,2011-11-28,5,4,3,543,12,Loyal Customers
15562,352,1,134.55,2010-12-23,1,1,1,111,3,Lost
15563,23,4,1400.44,2011-11-17,4,4,4,444,12,Champions
15565,51,2,173.16,2011-10-20,3,3,1,331,7,Potential Loyalists
15567,19,1,186.01,2011-11-21,4,1,1,411,6,Recent Customers
15568,3,3,758.29,2011-12-07,5,3,3,533,11,Loyal Customers
15569,104,5,1375.71,2011-08-28,2,4,4,244,10,Can't Lose Them
15570,8,12,4148.82,2011-12-02,5,5,5,555,15,Champions
15571,12,4,650.43,2011-11-28,5,4,3,543,12,Loyal Customers
15572,5,7,2533.42,2011-12-05,5,5,5,555,15,Champions
15573,32,2,591.19,2011-11-08,4,3,3,433,10,Loyal Customers
15574,178,4,675.64,2011-06-15,2,4,3,243,9,At Risk
15576,38,1,921.37,2011-11-02,3,1,3,313,7,Potential Loyalists
15577,152,3,258.88,2011-07-11,2,3,2,232,7,Need Attention
15578,163,1,127.1,2011-06-30,2,1,1,211,4,About to Sleep
15579,69,2,327.6,2011-10-02,3,3,2,332,8,Potential Loyalists
15581,121,13,3675.77,2011-08-11,2,5,5,255,12,Can't Lose Them
15582,25,3,682.91,2011-11-15,4,3,3,433,10,Loyal Customers
15584,24,4,720.86,2011-11-16,4,4,3,443,11,Loyal Customers
15585,177,1,455.3,2011-06-16,2,1,2,212,5,About to Sleep
15587,51,4,913.68,2011-10-20,3,4,3,343,10,Loyal Customers
15589,256,3,478.53,2011-03-29,1,3,2,132,6,Other
15592,47,1,388.58,2011-10-24,3,1,2,312,6,Promising
15593,71,1,199.8,2011-09-30,3,1,1,311,5,Promising
15594,16,5,1771.78,2011-11-24,4,4,4,444,12,Champions
15596,101,5,1406.59,2011-08-31,2,4,4,244,10,Can't Lose Them
15597,36,1,324.57,2011-11-04,3,1,2,312,6,Promising
15598,54,1,240.68,2011-10-17,3,1,1,311,5,Promising
15599,27,2,761.74,2011-11-13,4,3,3,433,10,Loyal Customers
15601,12,14,6776.56,2011-11-28,5,5,5,555,15,Champions
15602,9,9,1297.87,2011-12-01,5,5,4,554,14,Champions
15603,79,1,48.48,2011-09-22,2,1,1,211,4,About to Sleep
15604,53,1,216.39,2011-10-18,3,1,1,311,5,Promising
15605,37,5,1198.23,2011-11-03,3,4,4,344,11,Loyal Customers
15606,62,9,2920.16,2011-10-09,3,5,5,355,13,Loyal Customers
15607,337,1,104.76,2011-01-07,1,1,1,111,3,Lost
15608,29,4,1093.68,2011-11-11,4,4,4,444,12,Champions
15609,185,1,298.48,2011-06-08,1,1,2,112,4,Hibernating
15610,52,1,112.46,2011-10-19,3,1,1,311,5,Promising
15611,10,13,1591.45,2011-11-30,5,5,4,554,14,Champions
15612,37,2,195.15,2011-11-03,3,3,1,331,7,Potential Loyalists
15615,11,23,10399.74,2011-11-29,5,5,5,555,15,Champions
15618,33,4,776.85,2011-11-07,4,4,3,443,11,Loyal Customers
15619,11,1,336.4,2011-11-29,5,1,2,512,8,Promising
15620,57,3,1553.18,2011-10-14,3,3,4,334,10,Loyal Customers
15621,5,4,1293.03,2011-12-05,5,4,4,544,13,Champions
15622,44,9,3709.56,2011-10-27,3,5,5,355,13,Loyal Customers
15623,142,1,301.03,2011-07-21,2,1,2,212,5,About to Sleep
15624,117,4,588.13,2011-08-15,2,4,3,243,9,At Risk
15625,104,4,1534.26,2011-08-28,2,4,4,244,10,Can't Lose Them
15626,75,2,675.8,2011-09-26,2,3,3,233,8,Need Attention
15628,5,9,2870.24,2011-12-05,5,5,5,555,15,Champions
15630,46,2,1186.35,2011-10-25,3,3,4,334,10,Loyal Customers
15632,16,8,3285.31,2011-11-24,4,5,5,455,14,Champions
15634,18,1,243.55,2011-11-22,4,1,1,411,6,Recent Customers
15636,90,2,724.76,2011-09-11,2,3,3,233,8,Need Attention
15637,53,1,223.36,2011-10-18,3,1,1,311,5,Promising
15639,135,1,425.32,2011-07-28,2,1,2,212,5,About to Sleep
15640,5,15,12416.11,2011-12-05,5,5,5,555,15,Champions
15641,106,4,1887.2,2011-08-26,2,4,4,244,10,Can't Lose Them
15643,192,3,664.0,2011-06-01,1,3,3,133,7,At Risk
15644,167,4,803.54,2011-06-26,2,4,3,243,9,At Risk
15645,19,1,612.01,2011-11-21,4,1,3,413,8,Potential Loyalists
15646,158,3,447.64,2011-07-05,2,3,2,232,7,Need Attention
15648,205,2,639.5,2011-05-19,1,3,3,133,7,At Risk
15649,337,2,816.0,2011-01-07,1,3,3,133,7,At Risk
15651,37,3,646.3,2011-11-03,3,3,3,333,9,Loyal Customers
15652,92,1,337.74,2011-09-09,2,1,2,212,5,About to Sleep
15653,93,2,877.44,2011-09-08,2,3,3,233,8,Need Attention
15654,10,2,922.53,2011-11-30,5,3,3,533,11,Loyal Customers
15655,244,1,560.67,2011-04-10,1,1,3,113,5,Other
15656,46,4,748.5,2011-10-25,3,4,3,343,10,Loyal Customers
15657,23,1,30.0,2011-11-17,4,1,1,411,6,Recent Customers
15658,191,5,1024.1,2011-06-02,1,4,4,144,9,Can't Lose Them
15659,44,1,306.45,2011-10-27,3,1,2,312,6,Promising
15660,26,9,1600.86,2011-11-14,4,5,4,454,13,Champions
15661,318,2,309.8,2011-01-26,1,3,2,132,6,Other
15663,107,1,138.14,2011-08-25,2,1,1,211,4,About to Sleep
15664,51,1,386.43,2011-10-20,3,1,2,312,6,Promising
15665,169,2,2222.21,2011-06-24,2,3,5,235,10,At Risk
15667,40,1,301.32,2011-10-31,3,1,2,312,6,Promising
15668,218,1,76.32,2011-05-06,1,1,1,111,3,Lost
15669,41,4,684.34,2011-10-30,3,4,3,343,10,Loyal Customers
15670,297,1,173.05,2011-02-16,1,1,1,111,3,Lost
15671,19,7,2657.13,2011-11-21,4,5,5,455,14,Champions
15673,89,4,2726.23,2011-09-12,2,4,5,245,11,Can't Lose Them
15674,74,5,2446.6,2011-09-27,2,4,5,245,11,Can't Lose Them
15675,82,3,323.69,2011-09-19,2,3,2,232,7,Need Attention
15676,19,3,3435.76,2011-11-21,4,3,5,435,12,Loyal Customers
15677,50,1,657.23,2011-10-21,3,1,3,313,7,Potential Loyalists
15678,53,1,352.7,2011-10-18,3,1,2,312,6,Promising
15679,25,4,781.28,2011-11-15,4,4,3,443,11,Loyal Customers
15680,10,3,1333.68,2011-11-30,5,3,4,534,12,Loyal Customers
15681,26,5,1426.16,2011-11-14,4,4,4,444,12,Champions
15683,118,1,193.75,2011-08-14,2,1,1,211,4,About to Sleep
15687,9,9,2993.1,2011-12-01,5,5,5,555,15,Champions
15689,120,2,254.1,2011-08-12,2,3,2,232,7,Need Attention
15690,5,2,239.76,2011-12-05,5,3,1,531,9,Potential Loyalists
15691,253,1,136.8,2011-04-01,1,1,1,111,3,Lost
15692,29,1,191.04,2011-11-11,4,1,1,411,6,Recent Customers
15694,1,14,6479.4,2011-12-09,5,5,5,555,15,Champions
15695,267,2,409.98,2011-03-18,1,3,2,132,6,Other
15696,34,8,2711.11,2011-11-06,3,5,5,355,13,Loyal Customers
15699,18,1,309.65,2011-11-22,4,1,2,412,7,Promising
15700,173,2,696.68,2011-06-20,2,3,3,233,8,Need Attention
15701,3,4,1529.0,2011-12-07,5,4,4,544,13,Champions
15703,265,1,211.5,2011-03-20,1,1,1,111,3,Lost
15704,141,4,2293.62,2011-07-22,2,4,5,245,11,Can't Lose Them
15705,202,1,143.1,2011-05-22,1,1,1,111,3,Lost
15706,64,4,1060.56,2011-10-07,3,4,4,344,11,Loyal Customers
15707,36,4,916.98,2011-11-04,3,4,3,343,10,Loyal Customers
15708,41,7,3235.25,2011-10-30,3,5,5,355,13,Loyal Customers
15709,284,1,133.25,2011-03-01,1,1,1,111,3,Lost
15712,10,5,1072.36,2011-11-30,5,4,4,544,13,Champions
15713,144,2,356.7,2011-07-19,2,3,2,232,7,Need Attention
15714,12,2,330.03,2011-11-28,5,3,2,532,10,Potential Loyalists
15716,146,4,1101.11,2011-07-17,2,4,4,244,10,Can't Lose Them
15717,235,1,150.3,2011-04-19,1,1,1,111,3,Lost
15719,33,13,5030.07,2011-11-07,4,5,5,455,14,Champions
15720,25,1,598.73,2011-11-15,4,1,3,413,8,Potential Loyalists
15721,12,1,471.4,2011-11-28,5,1,2,512,8,Promising
15722,36,5,2211.21,2011-11-04,3,4,5,345,12,Loyal Customers
15723,365,1,190.7,2010-12-10,1,1,1,111,3,Lost
15724,202,2,218.25,2011-05-22,1,3,1,131,5,Other
15725,16,1,415.25,2011-11-24,4,1,2,412,7,Promising
15727,17,7,5159.06,2011-11-23,4,5,5,455,14,Champions
15729,213,1,85.0,2011-05-11,1,1,1,111,3,Lost
15730,66,3,1120.88,2011-10-05,3,3,4,334,10,Loyal Customers
15732,213,2,294.12,2011-05-11,1,3,2,132,6,Other
15733,283,1,162.3,2011-03-02,1,1,1,111,3,Lost
15734,115,2,1339.45,2011-08-17,2,3,4,234,9,At Risk
15737,15,8,1188.12,2011-11-25,4,5,4,454,13,Champions
15738,19,16,4812.42,2011-11-21,4,5,5,455,14,Champions
15739,67,1,449.12,2011-10-04,3,1,2,312,6,Promising
